사용월,호선명,지하철역,04시-05시 승차인원,04시-05시 하차인원,05시-06시 승차인원,05시-06시 하차인원,06시-07시 승차인원,06시-07시 하차인원,07시-08시 승차인원,07시-08시 하차인원,08시-09시 승차인원,08시-09시 하차인원,09시-10시 승차인원,09시-10시 하차인원,10시-11시 승차인원,10시-11시 하차인원,11시-12시 승차인원,11시-12시 하차인원,12시-13시 승차인원,12시-13시 하차인원,13시-14시 승차인원,13시-14시 하차인원,14시-15시 승차인원,14시-15시 하차인원,15시-16시 승차인원,15시-16시 하차인원,16시-17시 승차인원,16시-17시 하차인원,17시-18시 승차인원,17시-18시 하차인원,18시-19시 승차인원,18시-19시 하차인원,19시-20시 승차인원,19시-20시 하차인원,20시-21시 승차인원,20시-21시 하차인원,21시-22시 승차인원,21시-22시 하차인원,22시-23시 승차인원,22시-23시 하차인원,23시-24시 승차인원,23시-24시 하차인원,00시-01시 승차인원,00시-01시 하차인원,01시-02시 승차인원,01시-02시 하차인원,02시-03시 승차인원,02시-03시 하차인원,03시-04시 승차인원,03시-04시 하차인원,작업일자
201707,7호선,장암,0,0,1279,186,7417,1433,18990,1540,12748,2069,4055,2503,2405,3801,2088,3701,2143,2407,2406,1544,3072,1444,3863,1277,4364,1250,5235,1472,4471,2717,2490,3189,1629,1734,1149,1322,637,1053,256,954,23,305,0,0,0,0,0,0,20170803
201707,7호선,도봉산,44,0,4508,735,17250,5428,55550,8186,40854,11928,20448,13478,13411,15287,11444,11203,11517,10593,11364,11120,10437,11290,10983,12918,11914,14247,13084,19239,12291,27681,7387,40898,4506,26694,3325,24154,2443,23165,1134,17866,204,7778,2,1317,0,0,0,0,20170803
201707,7호선,수락산,4,1,10130,826,25801,6738,59717,9257,51730,18353,31668,18381,23658,18251,20945,16813,21811,16691,22401,16005,19900,15813,20129,18829,21186,22436,22824,27224,24655,39003,16100,50202,11303,32818,8649,27511,6409,27457,2977,19504,410,7806,0,145,0,0,0,0,20170803
201707,7호선,마들,4,0,9444,1686,24814,3333,65734,7548,56332,10771,29154,10557,21278,9270,19113,9749,19096,11330,17188,12433,14474,14434,14601,15666,14674,19540,14193,23618,12999,36055,9162,45215,6581,27950,4875,23963,3689,23317,1584,17544,249,5824,0,2,0,0,0,0,20170803
201707,7호선,노원,37,1,7745,2682,15803,8109,41801,21499,41023,49919,27800,48871,29058,35592,31365,33112,35318,37197,37169,42207,36929,41043,41905,41487,44983,42662,45976,49689,53411,62411,35737,66806,37686,34790,30041,27155,32570,23438,12817,18258,2231,6401,4,118,0,0,0,0,20170803
201707,7호선,중계,24,0,9992,1831,25668,6840,71561,19345,67380,31080,36488,18884,26874,13212,24271,13427,24059,15314,23760,17417,20024,16135,20509,19328,22658,21491,24168,28101,21384,41367,13576,52005,10010,32383,11051,28134,9575,28394,4695,18935,976,6239,0,0,0,0,0,0,20170803
201707,7호선,하계,6,1,8616,1574,28487,8370,78462,19817,79845,28985,43297,22959,31533,18429,30810,19048,32188,25227,30374,28008,28444,25691,31077,27161,36835,30769,35448,37050,31815,56141,20965,67224,15894,41348,14548,35193,14298,34909,5263,25407,768,8679,0,0,0,0,0,0,20170803
201707,7호선,공릉(서울과학기술대),16,0,6806,1613,15469,6575,42631,13291,46505,28530,25199,17441,19429,12157,18369,12281,19681,14070,20347,15461,17504,14729,18637,16761,21143,20583,22963,24642,25145,36731,16059,42187,11831,26473,10631,23538,9169,22323,5105,16496,991,5982,0,0,0,0,0,0,20170803
201707,7호선,태릉입구,104,1,6728,1220,8492,5410,22889,8948,27274,21769,17795,13082,12428,8544,11929,8320,13077,8857,13245,9727,12568,9248,13523,10329,14912,11846,18754,14819,20373,20790,13703,21928,9872,14934,8829,13968,7187,14587,3473,9749,599,4477,4,1394,0,0,0,0,20170803
201707,7호선,먹골,14,0,8040,799,14255,4170,43087,5567,49804,14770,26882,11445,17364,9014,15108,10060,15871,11049,16140,12340,14380,12120,13435,15386,14257,18027,15662,22824,18226,35051,12423,39048,9031,24382,7898,21737,6358,20961,2943,14346,554,3964,0,76,0,0,0,0,20170803
201707,7호선,중화,7,0,9567,899,15417,5337,41259,9487,48455,23721,26631,13302,17683,10291,15733,9737,17460,10523,15766,11747,13602,12375,13188,14654,16100,18329,17981,22471,21414,33805,14372,36092,9818,23110,8896,20708,6404,20855,3237,14522,519,4586,1,67,0,0,0,0,20170803
201707,7호선,상봉(시외버스터미널),350,2,11165,1998,18906,8716,53533,17177,65319,35714,34387,22239,22351,17124,21500,18329,22862,20622,24103,21290,21663,20836,21945,22376,24585,27124,29857,33410,37906,50771,28905,54744,22041,33302,20932,28670,17659,27729,8404,20092,1390,7945,0,59,0,0,0,0,20170803
201707,7호선,면목,10,0,11830,980,23569,6356,65673,10003,80730,22522,41205,13912,24115,12286,20390,13016,21443,15233,21158,15978,18425,16877,17234,21235,19284,26503,20781,33884,21216,49494,18286,54932,11861,34803,9905,31658,7011,31153,3769,21409,586,6392,0,5,0,0,0,0,20170803
201707,7호선,사가정,4,0,10640,1634,21389,7578,54076,12695,69046,26585,39842,16693,25137,14788,21968,15616,24413,17239,23587,18308,20710,18639,20218,23334,21599,27688,25300,35146,27435,52737,21027,56203,15958,34491,13269,31671,11118,30154,6004,18176,1001,6314,0,1,0,0,0,0,20170803
201707,경원선,응봉,143,0,1689,311,3282,1127,7772,2284,8573,2860,5080,1850,3515,1611,3397,1608,3104,1761,3015,2326,2907,2672,2629,2915,2719,3109,3395,3974,3051,5407,1968,5325,1477,3439,1122,2922,809,3050,307,2123,17,450,0,0,0,0,0,0,20170803
201707,경원선,옥수,0,0,2,0,2,15,24,25,110,165,76,187,30,152,21,145,20,48,15,7,18,9,12,8,266,23,348,21,72,36,436,21,8,6,27,13,39,12,6,1,0,0,0,0,0,0,0,0,20170803
201707,경원선,한남,114,0,2257,433,2968,5470,6420,10516,7206,18459,5817,13295,5375,7367,6444,6160,7515,7000,6665,6985,6827,6534,8287,6886,9503,6795,13643,7761,18420,8898,9625,8493,6967,4887,6121,4706,5287,3647,2174,2680,110,565,0,0,0,0,0,0,20170803
201707,경원선,서빙고,27,1,763,452,1889,3469,3245,6086,4227,9401,3414,4402,3574,3327,3035,2714,3543,2613,3772,3822,3025,2725,4459,3160,4648,3573,5702,3466,8205,4841,3699,4958,3113,2774,3107,2334,2297,2146,621,1469,51,376,1,1,0,0,0,0,20170803
201707,경원선,이촌(국립중앙박물관),49,6,1181,538,4504,2855,9614,5935,10909,9600,8995,6772,7444,4219,7680,4047,7699,4451,8235,5103,6933,5125,7937,5816,8607,6684,11002,6892,12602,9407,7611,8398,6012,5856,5999,5337,4408,5387,1303,3263,108,1063,0,0,0,0,0,0,20170803
201707,경부선,광명,0,0,24,1699,357,2152,4658,3157,3269,2973,2031,1611,980,2165,2429,1503,1798,4074,2093,101,1870,4119,2702,180,6074,3487,2780,3890,8266,3842,3700,5496,3324,1858,1873,51,922,1088,0,0,2,0,1,1,0,0,0,0,20170803
201707,경부선,서동탄,2,0,924,6,3744,1032,9145,1743,4412,3481,2976,1289,2237,976,2097,1356,2036,1549,2162,1503,1949,1879,2125,2175,2545,2406,3136,3078,3283,4400,1998,4432,1243,3482,1073,2537,600,2127,141,2073,6,1064,0,0,0,0,0,0,20170803
201707,경부선,당정,104,2,4114,921,11649,3805,28589,10744,24279,19251,13459,7654,9862,5171,9213,5295,10196,5781,9805,6393,8519,6618,8148,7574,9041,9346,13043,12447,18537,19326,8447,20519,7141,15194,5908,14766,4412,13696,2033,10521,137,2332,0,0,0,0,0,0,20170803
201707,경부선,천안,1618,5,3409,924,6967,3510,11901,9298,11121,10553,12174,12318,11300,12974,12567,13150,12606,14470,11725,11750,14722,14098,13317,12728,16739,14289,14826,14171,16138,16759,12611,12138,9637,12102,8000,6841,5497,7965,2884,4821,621,2599,0,0,0,0,0,0,20170803
201707,경부선,두정,872,1,3690,1126,8841,2592,13867,8013,10872,9920,8965,8123,7850,6985,7005,7711,8400,8892,6372,7501,7729,9018,7813,6979,9891,8778,10383,10638,13750,14657,10179,12076,8164,11541,8026,9113,5040,8475,2358,6856,239,2496,1,0,0,0,0,0,20170803
201707,경부선,직산,30,0,527,315,1430,1022,1895,3531,1622,3707,1719,1578,1380,1149,1330,1148,1251,1194,1337,1169,1416,1233,1578,1169,1460,1589,2510,1534,3954,2015,1703,2059,1385,1502,1028,1363,549,1155,172,829,16,341,0,0,0,0,0,0,20170803
201707,경부선,성환,94,0,1994,578,3460,2416,7253,10054,8124,10449,6366,4319,6273,3960,5650,4672,5958,4733,6396,4128,5643,5196,6273,4884,6607,6789,12179,6730,10317,8270,5255,7812,4782,5996,3057,6448,1484,4846,660,4151,94,978,0,0,0,0,0,0,20170803
201707,경부선,평택,194,1,7021,3569,16702,10087,28565,20971,26257,22024,20436,19574,23945,19304,20163,21019,20817,20990,22155,22124,21279,21078,23975,23428,26080,26124,33128,31930,33043,35735,23312,28782,25218,25897,18969,22619,13408,16660,7256,10346,260,1860,0,0,0,0,0,0,20170803
201707,경부선,지제,10,0,527,2136,1572,3622,3250,7435,2514,5584,2038,2528,1467,1638,1606,1872,2419,2106,1934,1668,1818,1388,2807,2436,3320,2135,7284,2263,7408,3896,4269,2900,2827,2648,3371,1824,1537,1410,692,925,2,194,0,0,0,0,0,0,20170803
201707,경부선,서정리,57,0,3119,1256,7126,4573,11089,10120,11229,10994,8039,4799,9141,4726,7548,5868,9147,6551,9168,6715,7677,5766,7718,7033,8273,8762,12472,8575,12371,12731,6769,10584,5690,10448,4265,8844,2215,8372,1000,5552,29,1372,0,0,0,0,0,0,20170803
201707,경부선,송탄,90,3,4464,776,8812,3240,13024,6322,12985,8269,10492,4837,8559,3984,8623,4634,8560,5522,8502,6285,7318,6192,7404,8134,9219,8630,10139,11995,10022,13845,6775,12726,4898,12089,4097,10418,2693,8003,1398,8511,31,953,0,0,0,0,0,0,20170803
201707,경부선,진위,26,0,796,217,1815,2006,3743,6507,2910,9391,2449,1583,2050,1192,2068,1169,2084,1169,2488,1468,2042,1227,2506,1595,2830,2008,5693,2720,8137,3023,3581,2465,2201,2276,1539,2279,627,1853,312,1110,11,81,0,0,0,0,0,0,20170803
201707,경부선,오산,321,3,5408,1318,12460,9104,23416,21982,21089,23827,16938,11983,16163,10603,16158,10524,16893,11442,15480,12508,14951,12780,15788,14782,17449,17759,25332,20456,29694,24211,16796,24565,14371,19683,11885,18471,7510,16062,3210,9395,87,534,0,0,0,0,0,0,20170803
201707,경부선,오산대,110,2,1909,1309,3673,2184,7810,5017,6407,6300,4582,2626,3724,2256,3585,2498,3834,2890,3900,2698,3719,3209,3770,3315,4460,3992,7007,5246,7890,6811,3656,5469,2510,5934,2194,4159,1471,3583,665,3066,43,201,0,0,0,0,0,0,20170803
201707,경부선,세마,84,1,1748,662,5087,1428,8875,4194,7665,5537,5589,1966,4128,1783,4531,2056,4348,2215,3847,2378,3375,2585,3827,3202,4806,4000,5294,5137,6205,6795,3101,6548,2300,6281,1975,5199,1066,4222,369,3441,18,164,0,0,0,0,0,0,20170803
201707,경부선,병점,2028,7,6932,4550,24500,11073,48717,22635,36548,28134,24365,16257,21354,12437,20432,12550,20826,14308,20663,15604,18966,16978,19954,18463,23356,22046,32712,29327,37421,38064,21186,42145,15513,31846,13282,29257,10175,27641,3615,19191,49,9802,0,0,0,0,0,0,20170803
201707,경부선,세류,376,18,3447,1077,8931,3771,18697,6093,13244,5663,7466,4388,6859,4097,6382,4246,5754,4855,5429,4205,4954,4603,5329,5537,6456,5947,8146,7975,8014,11871,5749,12838,4332,9109,3469,8082,2333,7094,838,4931,40,1648,0,0,0,0,0,0,20170803
201707,경부선,독산,912,15,7479,2116,18258,11498,43955,40166,40750,111115,23328,41367,18352,16525,17258,13206,18798,13553,18564,15205,16983,16534,19293,16548,20273,19359,41576,24639,76220,35075,38953,39998,22420,24790,18939,24252,12170,22644,4383,13702,130,1081,0,0,0,0,0,0,20170803
201707,경부선,수원,1897,36,22635,7126,43426,35098,80577,55760,76116,80126,51761,73617,49426,62194,53309,71402,55260,79890,59395,81849,61769,80358,71261,78753,83735,89213,98761,101935,104674,122940,89942,122703,93652,73060,78517,60753,68814,48571,28448,31667,1004,11290,0,0,0,0,0,0,20170803
201707,경부선,화서,411,2,7587,1119,20506,4134,43677,6033,32915,11699,15715,7122,12492,6201,11032,6492,11098,7087,10504,8411,8793,9027,8887,10143,9788,12612,11565,18021,12144,30048,7416,31389,5844,20356,5516,18192,4255,16416,1564,10940,121,3515,0,0,0,0,0,0,20170803
201707,경부선,성균관대,281,0,7787,2420,28207,7474,68854,12354,54205,22529,26374,15633,20394,10694,19315,11294,19819,12177,18973,14550,16601,15456,17337,17069,21197,21616,25719,28739,25912,48038,16279,49685,13218,34783,12750,33019,10866,30511,5267,19686,239,5573,0,0,0,0,0,0,20170803
201707,경부선,의왕,69,0,6923,2285,12704,7929,29066,25363,29391,24222,14797,9790,11213,6285,10153,6451,10955,6595,10523,8055,9258,8027,9693,9707,12197,11787,21583,14753,25364,22271,13606,22082,9810,15619,8198,15740,5362,12933,2348,9554,136,2466,0,0,0,0,0,0,20170803
201707,경부선,군포,208,2,6434,2569,9307,7121,21005,26505,19240,50498,11047,9196,8257,5818,7833,5338,8678,5319,8009,5829,7419,5977,7256,6880,8751,8215,19349,10661,31643,15591,15076,15546,13478,10447,10274,9142,5088,7338,1957,5251,116,901,0,0,0,0,0,0,20170803
201707,경부선,금정,434,13,25908,6101,39484,19519,97033,44864,93910,89261,54460,32372,39074,22569,35739,21384,36959,24363,35421,26572,30698,28869,29839,32303,35033,38409,49443,53180,76964,83295,39740,82461,32224,55099,29885,55895,23701,49461,11754,36701,1302,13805,7,719,0,0,0,0,20170803
201707,경부선,명학,201,6,7816,2118,12630,7479,30953,23419,28705,64683,14682,16898,10512,9427,10185,7654,11064,7832,10838,9375,9946,8748,10197,8626,12246,10437,21385,13670,41466,20887,15784,22003,15054,13909,12028,13476,6931,11998,2975,9605,97,1408,0,0,0,0,0,0,20170803
201707,5호선,종로3가,30,0,2017,398,2423,6241,3975,16263,6099,49688,7270,45018,10043,34123,14656,31847,20934,33244,24593,33791,26991,29289,29508,25362,35347,23418,40725,25154,59433,30177,44505,19312,33030,9469,34160,7307,30217,6067,14488,4096,1776,1288,0,10,0,0,0,0,20170803
201707,5호선,을지로4가,3,0,443,306,818,4797,1203,12637,1829,41528,2832,20437,3654,12222,4957,10724,6091,9757,7344,8384,8290,8176,9250,6713,10403,6121,14861,5297,29763,4865,19424,2959,9198,1602,6771,1513,4539,1331,2107,852,304,199,0,0,0,0,0,0,20170803
201707,5호선,동대문역사문화공원,0,0,257,411,502,3581,856,11730,1536,30854,2003,13731,2470,4573,3540,3856,3299,3397,3223,3860,3427,3257,3664,3079,4606,2951,8972,3227,21919,3472,10937,2518,5466,1526,4064,1751,3170,1744,1333,1337,246,343,0,2,0,0,0,0,20170803
201707,5호선,청구,4,0,1456,261,3151,1923,7877,4282,12103,15333,7781,8783,5578,4266,6298,4201,5988,4426,6619,4948,5903,4645,5655,5210,6725,5907,7441,7160,12820,10669,10023,9542,5883,6062,5203,5763,3919,6088,1817,3998,367,1166,0,0,0,0,0,0,20170803
201707,5호선,신금호,4,0,3276,1070,7047,7816,20028,9270,24921,13057,13229,7691,8641,5870,8442,5553,9226,6440,8893,6704,8365,7492,7871,8508,11750,10106,12317,12306,11390,19571,7901,17511,5413,10744,4233,10138,3148,10094,1565,6501,206,2154,0,0,0,0,0,0,20170803
201707,5호선,행당,2,0,4957,994,12677,2857,35563,5288,45569,9238,21928,7218,14516,6248,12534,6622,12772,8833,12350,9483,10195,10485,9631,11599,10235,13442,11621,16966,11695,27643,8181,24285,5828,15913,4814,15065,4219,15504,1514,9247,253,2806,0,0,0,0,0,0,20170803
201707,5호선,왕십리(성동구청),37,0,2983,473,2886,2974,6799,6720,9367,21763,5960,11347,5411,7741,6023,8312,6729,9408,7743,10138,8060,9822,8783,9690,9526,10460,11928,12619,16966,19305,11073,15280,9487,8172,10398,6609,8897,6114,4224,3880,725,2592,0,361,0,0,0,0,20170803
201707,5호선,마장,2,0,2775,636,6092,4258,16504,8671,22641,17632,12439,11090,8771,7619,8292,7670,10435,8047,9786,7906,9287,6988,9305,7358,10494,8229,11693,10187,13551,15984,9010,14300,6243,8761,5484,8177,4501,7910,1930,5187,230,1539,0,35,0,0,0,0,20170803
201707,5호선,답십리,4,0,10070,1113,20478,8954,58324,14685,76976,39403,37323,18617,23349,14635,20838,14303,21739,16644,21671,19662,19935,20392,19808,20513,24017,22723,28784,31107,37777,49757,22937,45320,14422,28388,12374,26487,9278,26851,4504,17397,606,4940,0,26,0,0,0,0,20170803
201707,5호선,장한평,2,0,7119,1046,18358,10777,53040,24278,68838,75998,33307,34813,23301,21680,20978,21521,23082,24601,22767,27013,22079,23845,23982,22922,30523,26232,37742,32512,66873,51555,39561,50190,24713,29612,16997,26126,12500,24855,5875,17223,749,5091,0,122,0,0,0,0,20170803
201707,5호선,군자(능동),21,1,7156,886,12139,8517,37636,10356,51296,27964,21828,19873,14326,13225,12795,13149,14139,14591,14365,16904,13080,17446,13164,19935,14968,22268,18126,31568,24436,49811,16685,47644,12519,26087,12851,23927,11535,23689,5987,15841,884,6998,0,1253,0,0,0,0,20170803
201707,5호선,아차산(어린이대공원후문),1,0,8656,1563,17049,7372,47309,13796,64534,31374,32909,18652,21641,14926,21583,14392,23557,16231,23863,16754,21158,16873,21397,20813,22175,23195,25099,30472,26887,46120,18843,44195,13531,27065,12330,24581,10155,23647,3979,15392,468,4715,0,0,0,0,0,0,20170803
201707,5호선,광나루(장신대),2,0,5156,1752,15962,8304,43151,16442,53940,35401,29713,19344,19673,15943,18479,13604,19872,16241,20364,16803,18699,16281,20357,17122,22436,20061,25412,23896,32321,36297,19786,33302,13286,21042,14702,19841,11785,20113,3951,12382,570,3025,0,0,0,0,0,0,20170803
201707,5호선,천호(풍납토성),15,2,8224,1317,13200,15295,31103,23968,38180,41067,25758,38788,25587,31642,28122,32946,33074,33622,35047,38790,35100,36357,40098,38661,43711,38704,50880,47263,57731,63217,44327,58691,39955,33672,33822,27880,25867,25486,12497,16777,1894,5684,0,6,0,0,0,0,20170803
201707,5호선,강동,37,1,11181,1174,23430,15251,67832,20601,82811,35303,41626,23029,28347,18054,26214,16723,26953,17734,25926,19551,22930,19730,23624,22344,26171,24741,34959,31575,40924,47770,25006,48019,16576,32166,14269,29363,10911,29094,5083,19354,717,8458,0,0,0,0,0,0,20170803
201707,5호선,길동,7,0,4882,581,9740,3524,27585,6259,30869,16004,15211,11661,11935,9216,11195,8354,12104,10366,13134,9570,11941,10688,10611,12210,11030,15269,12906,16844,16435,25961,9287,29279,7649,15511,6264,13521,4959,12192,1919,7867,271,2943,0,0,0,0,0,0,20170803
201707,5호선,굽은다리(강동구민회관앞),2,0,5924,543,14296,2928,41491,7158,41304,14692,21726,11463,14979,9074,14174,9627,16918,12143,15553,12304,13519,12856,13753,13524,14264,18865,15952,19645,17249,31148,11259,35326,8082,19139,9589,18430,7714,18658,2717,11934,301,3967,1,8,0,0,0,0,20170803
201707,5호선,명일,0,0,4452,791,12784,4709,34023,5824,31366,12008,17272,9828,14462,8904,13871,8382,14765,8943,14179,11791,11587,10910,11916,11682,12769,16068,13361,17371,12147,27693,7478,31367,5530,17327,5923,14616,3827,15659,1408,9606,280,3261,0,42,0,0,0,0,20170803
201707,5호선,고덕,3,0,4225,1392,15609,5912,36661,14564,30352,19264,16881,12649,14730,12551,16243,10567,17501,10886,15343,15419,14852,13419,18005,12338,17546,13608,20166,18886,18429,26670,10192,30539,8392,17840,7400,15528,5749,17005,2221,9989,503,3186,1,346,0,0,0,0,20170803
201707,5호선,상일동,3,0,5672,1740,21920,11947,72520,9746,56217,13544,25280,7783,16922,7076,15109,7843,15291,8136,13779,8798,11760,11022,11627,11565,15134,13954,21098,20175,20099,27353,8428,42130,5528,23484,3895,19917,2571,19692,946,14259,119,3542,0,882,0,0,0,0,20170803
201707,5호선,둔촌동,0,0,5753,680,17450,7583,45529,14813,49382,27249,24895,18464,18630,14116,17653,13048,18566,13568,19428,14719,18375,16422,17699,18135,18191,20302,21384,27386,26685,38511,16592,39937,11005,24324,10867,20362,8937,20962,3372,14632,354,3036,0,0,0,0,0,0,20170803
201707,7호선,용마산,2,0,5195,635,10901,2103,28610,3888,36249,10012,18629,5893,10172,5362,8658,5420,9022,5903,8121,7271,7128,6897,7524,8638,8073,10564,8374,12345,8243,19048,5948,21547,4004,13830,3280,13292,2600,13597,1370,9263,186,3014,0,0,0,0,0,0,20170803
201707,7호선,중곡,4,0,5692,683,12638,5155,34858,11336,49242,21280,28010,11573,17114,9201,15427,9444,14970,9899,15294,10655,13305,11360,13154,13253,16605,14959,16802,19491,16789,28919,11964,30210,7850,19725,6337,18137,5216,18380,2346,12174,398,3501,0,0,0,0,0,0,20170803
201707,7호선,군자(능동),63,1,8009,793,15459,6361,37042,8182,59335,23304,35892,15700,20589,9802,18483,8683,18872,9096,20055,10300,18587,11076,18674,13217,21138,14353,25520,19106,34664,28489,24548,30216,18940,19112,18125,16765,15877,16314,8333,10023,1295,3137,1,49,0,0,0,0,20170803
201707,7호선,어린이대공원(세종대),3,0,3793,1004,8494,9341,20042,15003,33773,45803,22140,33099,13215,22825,15393,19995,20319,24579,20837,22707,20360,20701,23015,19805,30112,18897,35020,20452,38927,27849,24096,25437,18551,16593,19184,14807,17788,15698,10138,10059,1847,3634,0,15,0,0,0,0,20170803
201707,7호선,건대입구,41,1,4449,798,6118,8288,14802,21377,23525,43058,18118,36457,14466,24734,16526,26080,19527,30197,22366,32495,25079,30413,29290,28694,35655,30829,42349,35564,45472,53784,35612,45867,42085,23639,36432,18877,33019,16262,17785,9651,2985,5279,0,439,0,0,0,0,20170803
201707,7호선,뚝섬유원지,12,0,6013,658,10527,4755,24405,6888,33128,14870,21262,9480,11845,8959,10823,10603,10508,10822,11529,12585,11324,13070,12402,14269,14142,15594,15884,19967,16950,29434,13294,27883,12064,18756,13291,17132,13313,15640,7323,8590,1142,2501,0,14,0,0,0,0,20170803
201707,7호선,청담,13,0,3719,3711,8077,26598,14463,69054,18269,172770,15327,111398,14792,42634,18260,30337,20852,25819,23539,28537,25101,24203,33866,22742,39193,23535,53424,23777,110086,27695,79813,22468,44673,14226,40770,12545,33660,10774,11221,7130,1395,4251,0,0,0,0,0,0,20170803
201707,7호선,강남구청,19,0,1808,1659,4622,13308,8268,33149,10707,108139,9673,88765,9791,34264,12252,22348,13667,20269,16136,20610,20119,18822,24508,16289,25544,16946,34233,17157,80303,20018,54068,15971,33833,9962,32723,8128,27408,6487,11275,4862,1826,2285,0,0,0,0,0,0,20170803
201707,7호선,학동,0,0,3690,1584,6292,21123,9242,52764,13683,190600,12615,134686,11191,44912,13501,30302,16891,24775,20934,25858,24895,21833,29909,20171,32803,19345,48742,20378,148150,23381,88211,17549,45779,11204,43563,9219,34222,7082,14330,6046,2213,2078,0,0,0,0,0,0,20170803
201707,7호선,논현,19,0,4868,1336,7013,19339,12074,53735,18563,128737,16348,99600,13429,39183,15032,26480,17556,24589,20494,27476,23370,24381,26436,23575,31244,24621,45315,27921,98580,39022,67776,31302,43768,17400,47864,13806,45699,10815,24455,7951,4497,2899,1,1,0,0,0,0,20170803
201707,7호선,반포,2,0,1294,1027,3944,7733,9435,13116,12955,22733,8971,18658,6131,10250,6352,11078,7738,11307,8900,10540,9136,8922,10734,8413,14419,8893,16896,9718,20211,12082,15066,10265,11663,6008,12506,5293,10184,4932,3235,3303,427,808,0,0,0,0,0,0,20170803
201707,7호선,고속터미널,38,0,1795,2597,4295,24057,11294,42671,22146,64661,27255,52213,27625,35700,30832,34762,34412,31874,34285,34523,34221,32853,39554,28688,45297,28132,58914,28810,68789,33758,48345,25939,48195,15055,43148,11976,36204,7858,14344,4796,1483,1263,0,3,0,0,0,0,20170803
201707,7호선,내방,5,0,2625,1605,8445,10492,20102,27066,31080,92284,22042,47169,16498,22025,16659,16086,17638,15638,19780,18314,19469,16982,20661,17977,23351,18244,31098,21888,69928,29767,34525,25575,22196,16253,23403,14231,17188,12797,6962,8110,1033,3875,2,370,0,0,0,0,20170803
201707,7호선,이수,54,1,6231,1339,10867,10886,29946,16369,47835,47019,29843,34206,20948,22480,20840,20499,22854,21670,25672,23519,24827,23761,25859,24983,27838,28106,31920,35205,45824,54712,29749,48742,27356,27792,29752,24201,29449,21014,16396,13174,2961,4095,0,118,0,0,0,0,20170803
201707,7호선,남성,1,0,6254,852,13490,4826,41257,7804,61145,16221,32200,13325,19742,11779,17115,11102,17787,12831,18080,14299,15417,14599,15243,16566,14982,19858,16485,22918,18013,37613,12135,35817,10122,23533,9098,22176,7136,21542,3390,13442,661,4554,0,3,0,0,0,0,20170803
201707,7호선,숭실대입구(살피재),4,0,6032,981,14074,4825,42675,8215,59256,20360,31779,21877,20071,15107,18737,13453,19434,15563,20335,17764,17415,17535,17308,19498,20233,20799,25451,26755,23969,42244,14988,40514,11703,26545,12176,24800,10644,25598,5939,18424,1071,5376,0,0,0,0,0,0,20170803
201707,7호선,상도,0,0,4824,1843,12383,6925,35283,8297,47085,19215,27043,16353,16867,12204,15817,11100,16622,12012,16652,13526,15173,13894,15116,14410,17657,16546,19870,19981,21101,31693,11985,30096,9776,19996,9939,18595,8012,18651,4340,14174,806,4022,0,1,0,0,0,0,20170803
201707,7호선,장승배기,19,1,8152,1051,13445,5050,36201,10456,48223,22618,28850,16202,18370,11963,16976,12473,17870,13841,18373,14423,15889,15251,16281,16915,16974,20037,17876,23022,20417,35808,12772,31698,10386,21140,9929,20712,7961,19190,3633,12277,632,4359,0,1,0,0,0,0,20170803
201707,경부선,안양,499,32,15944,3171,34828,12415,88916,20376,78613,36358,43115,34807,32315,28741,32411,31149,34490,32477,37131,38761,33967,37619,37174,39001,44329,41429,47659,53155,45065,90139,34320,83090,37332,46587,32307,43534,29412,39965,14725,26667,615,4220,1,0,0,0,0,0,20170803
201707,경부선,관악,245,1,7587,2005,14780,5477,39033,7631,35264,11730,17192,12185,11681,11619,10491,9139,13128,8434,11989,8605,10899,8688,10184,9959,12668,11772,14784,15357,13785,27492,9081,25965,6716,17477,6416,16808,4543,14963,1684,11029,63,1322,0,0,0,0,0,0,20170803
201707,경부선,석수,365,2,8526,3280,18978,8939,46276,15725,45817,22161,23064,13337,16279,10117,13823,8283,14481,8732,13925,9349,12923,10173,13414,11470,15307,13826,21953,18971,26882,33157,15482,31137,10279,20507,8737,21726,6352,18801,2639,12769,77,1193,0,0,0,0,0,0,20170803
201707,경부선,금천구청,862,8,11044,1932,20642,8530,46488,14839,42523,29471,23969,12181,17670,9434,16082,9781,16459,11151,15681,12293,12918,13314,13241,15851,14987,18713,19986,21961,26932,35027,13817,33971,9288,19842,7975,20229,5848,17743,2291,11732,69,1255,0,0,0,0,0,0,20170803
201707,경부선,가산디지털단지,1462,7,8511,1990,9415,12172,15725,52940,14776,160241,11952,69972,10790,21634,11099,18126,12402,16795,14306,17109,14245,16515,15263,16249,18262,18418,43592,22917,112087,27644,55400,25201,34655,14432,29515,14689,21131,13464,9432,8204,215,1253,0,0,0,0,0,0,20170803
201707,경부선,구로,9283,53,25010,5157,22241,14462,43819,35495,43025,95827,30602,53620,24435,30103,24523,26983,26100,24617,28047,25871,27349,26221,28697,26906,32062,30167,47803,39378,78668,51408,45860,44360,35862,27884,24770,29036,18948,26204,9069,18098,158,17784,0,1,0,0,0,0,20170803
